Region,County,State,party,vote.count
40039,Custer,Oklahoma,Democrats,2104
40039,Custer,Oklahoma,Others,611
40039,Custer,Oklahoma,Republican,7826
46033,Custer,South Dakota,Democrats,1120
46033,Custer,South Dakota,Others,306
46033,Custer,South Dakota,Republican,3290
39035,Cuyahoga,Ohio,Democrats,398271
39035,Cuyahoga,Ohio,Others,26391
39035,Cuyahoga,Ohio,Republican,184211
13083,Dade,Georgia,Democrats,965
13083,Dade,Georgia,Others,226
13083,Dade,Georgia,Republican,5051
29057,Dade,Missouri,Democrats,637
29057,Dade,Missouri,Others,130
29057,Dade,Missouri,Republican,3184
49009,Daggett,Utah,Democrats,77
49009,Daggett,Utah,Others,69
49009,Daggett,Utah,Republican,331
27037,Dakota,Minnesota,Democrats,110483
27037,Dakota,Minnesota,Others,21374
27037,Dakota,Minnesota,Republican,99583
31043,Dakota,Nebraska,Democrats,2314
31043,Dakota,Nebraska,Others,279
31043,Dakota,Nebraska,Republican,3616
1045,Dale,Alabama,Democrats,4413
1045,Dale,Alabama,Others,528
1045,Dale,Alabama,Republican,13808
48111,Dallam,Texas,Democrats,222
48111,Dallam,Texas,Others,61
48111,Dallam,Texas,Republican,1261
1047,Dallas,Alabama,Democrats,12836
1047,Dallas,Alabama,Others,167
1047,Dallas,Alabama,Republican,5789
5039,Dallas,Arkansas,Democrats,1165
5039,Dallas,Arkansas,Others,97
5039,Dallas,Arkansas,Republican,1509
19049,Dallas,Iowa,Democrats,15701
19049,Dallas,Iowa,Others,3212
19049,Dallas,Iowa,Republican,19339
29059,Dallas,Missouri,Democrats,1271
29059,Dallas,Missouri,Others,274
29059,Dallas,Missouri,Republican,5895
48113,Dallas,Texas,Democrats,461080
48113,Dallas,Texas,Others,34948
48113,Dallas,Texas,Republican,262945
55025,Dane,Wisconsin,Democrats,217526
55025,Dane,Wisconsin,Others,21212
55025,Dane,Wisconsin,Republican,71279
30019,Daniels,Montana,Democrats,168
30019,Daniels,Montana,Others,56
30019,Daniels,Montana,Republican,730
51590,Danville,Virginia,Democrats,11059
51590,Danville,Virginia,Others,578
51590,Danville,Virginia,Republican,7303
37055,Dare,North Carolina,Democrats,7323
37055,Dare,North Carolina,Others,947
37055,Dare,North Carolina,Republican,11626
39037,Darke,Ohio,Democrats,4470
39037,Darke,Ohio,Others,1119
39037,Darke,Ohio,Republican,20012
45031,Darlington,South Carolina,Democrats,13888
45031,Darlington,South Carolina,Others,797
45031,Darlington,South Carolina,Republican,14989
42043,Dauphin,Pennsylvania,Democrats,64706
42043,Dauphin,Pennsylvania,Others,6214
42043,Dauphin,Pennsylvania,Republican,60863
37057,Davidson,North Carolina,Democrats,18102
37057,Davidson,North Carolina,Others,2429
37057,Davidson,North Carolina,Republican,54304
47037,Davidson,Tennessee,Democrats,148473
47037,Davidson,Tennessee,Others,13361
47037,Davidson,Tennessee,Republican,84365
37059,Davie,North Carolina,Democrats,5270
37059,Davie,North Carolina,Others,884
37059,Davie,North Carolina,Republican,15602
18027,Daviess,Indiana,Democrats,1800
18027,Daviess,Indiana,Others,423
18027,Daviess,Indiana,Republican,8545
21059,Daviess,Kentucky,Democrats,14163
21059,Daviess,Kentucky,Others,2737
21059,Daviess,Kentucky,Republican,28907
29061,Daviess,Missouri,Democrats,730
29061,Daviess,Missouri,Others,237
29061,Daviess,Missouri,Republican,2763
19051,Davis,Iowa,Democrats,977
19051,Davis,Iowa,Others,182
19051,Davis,Iowa,Republican,2723
49011,Davis,Utah,Democrats,28776
49011,Davis,Utah,Others,47416
49011,Davis,Utah,Republican,62219
46035,Davison,South Dakota,Democrats,2355
46035,Davison,South Dakota,Others,440
46035,Davison,South Dakota,Republican,5157
31045,Dawes,Nebraska,Democrats,801
31045,Dawes,Nebraska,Others,243
31045,Dawes,Nebraska,Republican,2632
13085,Dawson,Georgia,Democrats,1448
13085,Dawson,Georgia,Others,472
13085,Dawson,Georgia,Republican,9900
30021,Dawson,Montana,Democrats,787
30021,Dawson,Montana,Others,224
30021,Dawson,Montana,Republican,3320
31047,Dawson,Nebraska,Democrats,2136
31047,Dawson,Nebraska,Others,439
31047,Dawson,Nebraska,Republican,5984
48115,Dawson,Texas,Democrats,835
48115,Dawson,Texas,Others,92
48115,Dawson,Texas,Republican,2636
46037,Day,South Dakota,Democrats,974
46037,Day,South Dakota,Others,146
46037,Day,South Dakota,Republican,1627
35011,De Baca,New Mexico,Democrats,193
35011,De Baca,New Mexico,Others,97
35011,De Baca,New Mexico,Republican,620
22031,De Soto,Louisiana,Democrats,5165
22031,De Soto,Louisiana,Others,267
22031,De Soto,Louisiana,Republican,8068
17039,De Witt,Illinois,Democrats,1907
17039,De Witt,Illinois,Others,490
17039,De Witt,Illinois,Republican,5072
48117,Deaf Smith,Texas,Democrats,1185
48117,Deaf Smith,Texas,Others,120
48117,Deaf Smith,Texas,Republican,2911
18029,Dearborn,Indiana,Democrats,4883
18029,Dearborn,Indiana,Others,988
18029,Dearborn,Indiana,Republican,18113
13087,Decatur,Georgia,Democrats,4124
13087,Decatur,Georgia,Others,142
13087,Decatur,Georgia,Republican,6020
18031,Decatur,Indiana,Democrats,2121
18031,Decatur,Indiana,Others,516
18031,Decatur,Indiana,Republican,8490
19053,Decatur,Iowa,Democrats,1201
19053,Decatur,Iowa,Others,237
19053,Decatur,Iowa,Republican,2296
20039,Decatur,Kansas,Democrats,178
20039,Decatur,Kansas,Others,62
20039,Decatur,Kansas,Republican,1220
47039,Decatur,Tennessee,Democrats,894
47039,Decatur,Tennessee,Others,103
47039,Decatur,Tennessee,Republican,3588
30023,Deer Lodge,Montana,Democrats,2058
30023,Deer Lodge,Montana,Others,373
30023,Deer Lodge,Montana,Republican,1763
39039,Defiance,Ohio,Democrats,5368
39039,Defiance,Ohio,Others,1293
39039,Defiance,Ohio,Republican,11688
1049,Dekalb,Alabama,Democrats,3622
1049,Dekalb,Alabama,Others,799
1049,Dekalb,Alabama,Republican,21405
13089,Dekalb,Georgia,Democrats,251370
13089,Dekalb,Georgia,Others,15011
13089,Dekalb,Georgia,Republican,51468
17037,Dekalb,Illinois,Democrats,20348
17037,Dekalb,Illinois,Others,4009
17037,Dekalb,Illinois,Republican,19051
18033,Dekalb,Indiana,Democrats,3942
18033,Dekalb,Indiana,Others,906
18033,Dekalb,Indiana,Republican,12054
29063,Dekalb,Missouri,Democrats,824
29063,Dekalb,Missouri,Others,230
29063,Dekalb,Missouri,Republican,3540
47041,Dekalb,Tennessee,Democrats,1566
47041,Dekalb,Tennessee,Others,210
47041,Dekalb,Tennessee,Republican,5164
6015,Del Norte,California,Democrats,3485
6015,Del Norte,California,Others,742
6015,Del Norte,California,Republican,5134
18035,Delaware,Indiana,Democrats,18153
18035,Delaware,Indiana,Others,2693
18035,Delaware,Indiana,Republican,24263
19055,Delaware,Iowa,Democrats,2957
19055,Delaware,Iowa,Others,590
19055,Delaware,Iowa,Republican,5694
36025,Delaware,New York,Democrats,5825
36025,Delaware,New York,Others,1112
36025,Delaware,New York,Republican,11012
39041,Delaware,Ohio,Democrats,40872
39041,Delaware,Ohio,Others,7199
39041,Delaware,Ohio,Republican,57568
40041,Delaware,Oklahoma,Democrats,3311
40041,Delaware,Oklahoma,Others,579
40041,Delaware,Oklahoma,Republican,11826
42045,Delaware,Pennsylvania,Democrats,177402
42045,Delaware,Pennsylvania,Others,11267
42045,Delaware,Pennsylvania,Republican,110667
8029,Delta,Colorado,Democrats,4087
8029,Delta,Colorado,Others,1048
8029,Delta,Colorado,Republican,11655
26041,Delta,Michigan,Democrats,6436
26041,Delta,Michigan,Others,935
26041,Delta,Michigan,Republican,11121
48119,Delta,Texas,Democrats,400
48119,Delta,Texas,Others,45
48119,Delta,Texas,Republican,1836
29065,Dent,Missouri,Democrats,978
29065,Dent,Missouri,Others,213
29065,Dent,Missouri,Republican,5599
48121,Denton,Texas,Democrats,110890
48121,Denton,Texas,Others,17152
48121,Denton,Texas,Republican,170603
8031,Denver,Colorado,Democrats,244551
8031,Denver,Colorado,Others,24611
8031,Denver,Colorado,Republican,62690
19057,Des Moines,Iowa,Democrats,8212
19057,Des Moines,Iowa,Others,1362
19057,Des Moines,Iowa,Republican,9529
41017,Deschutes,Oregon,Democrats,42444
41017,Deschutes,Oregon,Others,10421
41017,Deschutes,Oregon,Republican,45692
5041,Desha,Arkansas,Democrats,2228
5041,Desha,Arkansas,Others,110
5041,Desha,Arkansas,Republican,1919
12027,Desoto,Florida,Democrats,3781
12027,Desoto,Florida,Others,344
12027,Desoto,Florida,Republican,6778
28033,Desoto,Mississippi,Democrats,19892
28033,Desoto,Mississippi,Others,2435
28033,Desoto,Mississippi,Republican,42155
31049,Deuel,Nebraska,Democrats,120
31049,Deuel,Nebraska,Others,48
31049,Deuel,Nebraska,Republican,809
46039,Deuel,South Dakota,Democrats,570
46039,Deuel,South Dakota,Others,144
46039,Deuel,South Dakota,Republican,1366
40043,Dewey,Oklahoma,Democrats,222
40043,Dewey,Oklahoma,Others,61
40043,Dewey,Oklahoma,Republican,1965
46041,Dewey,South Dakota,Democrats,887
46041,Dewey,South Dakota,Others,97
46041,Dewey,South Dakota,Republican,723
48123,Dewitt,Texas,Democrats,1163
48123,Dewitt,Texas,Others,162
48123,Dewitt,Texas,Republican,5519
48125,Dickens,Texas,Democrats,128
48125,Dickens,Texas,Others,26
48125,Dickens,Texas,Republican,755
51051,Dickenson,Virginia,Democrats,1335
51051,Dickenson,Virginia,Others,173
51051,Dickenson,Virginia,Republican,4932
38021,Dickey,North Dakota,Democrats,554
38021,Dickey,North Dakota,Others,186
38021,Dickey,North Dakota,Republican,1667
19059,Dickinson,Iowa,Democrats,3056
19059,Dickinson,Iowa,Others,545
19059,Dickinson,Iowa,Republican,6753
20041,Dickinson,Kansas,Democrats,1582
20041,Dickinson,Kansas,Others,521
20041,Dickinson,Kansas,Republican,5905
26043,Dickinson,Michigan,Democrats,3923
26043,Dickinson,Michigan,Others,662
26043,Dickinson,Michigan,Republican,8580
47043,Dickson,Tennessee,Democrats,4722
47043,Dickson,Tennessee,Others,690
47043,Dickson,Tennessee,Republican,13227
45033,Dillon,South Carolina,Democrats,5834
45033,Dillon,South Carolina,Others,227
45033,Dillon,South Carolina,Republican,5637
48127,Dimmit,Texas,Democrats,2173
48127,Dimmit,Texas,Others,78
48127,Dimmit,Texas,Republican,974
51053,Dinwiddie,Virginia,Democrats,5765
51053,Dinwiddie,Virginia,Others,363
51053,Dinwiddie,Virginia,Republican,7447
11001,District Of Columbia,District Of Columbia,Democrats,282830
11001,District Of Columbia,District Of Columbia,Others,15715
11001,District Of Columbia,District Of Columbia,Republican,12723
38023,Divide,North Dakota,Democrats,245
38023,Divide,North Dakota,Others,107
38023,Divide,North Dakota,Republican,867
12029,Dixie,Florida,Democrats,1270
12029,Dixie,Florida,Others,110
12029,Dixie,Florida,Republican,5822
31051,Dixon,Nebraska,Democrats,556
31051,Dixon,Nebraska,Others,147
31051,Dixon,Nebraska,Republican,2041
54017,Doddridge,West Virginia,Democrats,360
54017,Doddridge,West Virginia,Others,142
54017,Doddridge,West Virginia,Republican,2347
13091,Dodge,Georgia,Democrats,1839
13091,Dodge,Georgia,Others,149
13091,Dodge,Georgia,Republican,5021
27039,Dodge,Minnesota,Democrats,3102
27039,Dodge,Minnesota,Others,1025
27039,Dodge,Minnesota,Republican,6527
31053,Dodge,Nebraska,Democrats,4544
31053,Dodge,Nebraska,Others,786
31053,Dodge,Nebraska,Republican,9933
55027,Dodge,Wisconsin,Democrats,13968
55027,Dodge,Wisconsin,Others,2454
55027,Dodge,Wisconsin,Republican,26643
8033,Dolores,Colorado,Democrats,242
8033,Dolores,Colorado,Others,69
8033,Dolores,Colorado,Republican,944
35013,Dona Ana,New Mexico,Democrats,37947
35013,Dona Ana,New Mexico,Others,7327
35013,Dona Ana,New Mexico,Republican,25374
20043,Doniphan,Kansas,Democrats,584
20043,Doniphan,Kansas,Others,181
20043,Doniphan,Kansas,Republican,2601
48129,Donley,Texas,Democrats,191
48129,Donley,Texas,Others,49
48129,Donley,Texas,Republican,1225
13093,Dooly,Georgia,Democrats,1872
13093,Dooly,Georgia,Others,36
13093,Dooly,Georgia,Republican,1951
55029,Door,Wisconsin,Democrats,8026
55029,Door,Wisconsin,Others,998
55029,Door,Wisconsin,Republican,8584
24019,Dorchester,Maryland,Democrats,6245
24019,Dorchester,Maryland,Others,565
24019,Dorchester,Maryland,Republican,8413
45035,Dorchester,South Carolina,Democrats,24055
45035,Dorchester,South Carolina,Others,3525
45035,Dorchester,South Carolina,Republican,34987
13095,Dougherty,Georgia,Democrats,23311
13095,Dougherty,Georgia,Others,544
13095,Dougherty,Georgia,Republican,10232
8035,Douglas,Colorado,Democrats,68657
8035,Douglas,Colorado,Others,16269
8035,Douglas,Colorado,Republican,102573
13097,Douglas,Georgia,Democrats,31005
